Crash Type,Report Made?,Date / Time,Case Number,District,Crash Location,Lanes Of Traffic,Signal Present?,Speed Limit Of Road (MPH),Road Type,Synopsis,Ticket/Arrest?,Citation To,Pedestrian Age,Pedestrian Gender,Pedestrian City Of Residence,Pedestrian Zip Code,Biker Age,Biker Gender,Biker City of Residence,Biker Zip Code,Driver Age,Driver Gender,Driver City Of Residence,Driver Zip Code,Injury to Pedestrian?,Level of Injury to Pedestrian,Pedestrian to Hospital?,Injury to Biker?,Level of Injury to Biker,Biker to Hospital?,Crash Lat/Long Location,Count,District Council - Map,Council Ward
Pedestrian,Yes,09/21/2018 04:55:00 PM,18-217516,Western District,Lexington Pkwy & Concordia,4,Yes,30,County - State Aid Highway,Stolen vehicle struck pedestrian and fled.,No,None,13,Male,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,No,,,,"(44.9512029, -93.14662886)",1,17,7
Pedestrian,Yes,06/08/2017 11:00:00 AM,17-130734,Eastern District,Payne Ave & Jenks,2,No,30,City,"Vehicle #1 struck ped with the right front of the vehicle, knocking ped out of her wheelchair and more than 15 feet forward, coming to rest against vehicle #3, Driver #1 told officers that ped darted out into traffic and that she never had a chance to stop",No,None,56,Female,St. Paul,55130,,,,,21,Female,St. Paul,55106,Yes,Suspected Serious Injury,Yes,,,,"(44.97107302, -93.07352516)",1,13,1
Bike,Yes,08/25/2018 07:13:00 PM,18-193912,Western District,Prior & St. Clair,2,Stop Sign,30,Municiapl State Aid,Witness stated biker did not stop for stop sign and struck vehicle.,No,None,,,,,52,Male,St. Paul,55116,71,Female,Minneapolis,55406,,,,No,None,No,"(44.93423469, -93.18224517)",1,5,6
Pedestrian,Yes,09/29/2017 03:23:00 PM,17-230833,Eastern District,Burr St & Maryland Ave,4,No,30,County - State Aid Highway,Pedestrian was crossing Maryland and struck by vehicle.,No,None,38,Male,St. Paul,55130,,,,,48,Male,St. Paul,55116,Yes,Suspected Minor Injury,No,,,,"(44.97740953, -93.07985538)",1,13,3
Bike,Yes,09/07/2018 11:31:00 AM,18-205104,Eastern District,Oldhudson Rd & Van Dyke St,Parking Lot,No,10,Private,driver was SB in parking lot.  Bike was EB on sidewalk.  Conflicting information from independent witnesses.,No,None,,,,,41,Female,St. Paul,55103,20,Female,Austin,55912,,,,Yes,Possible Injury,Yes,"(44.95276018, -93.0215913)",1,16,2
Pedestrian,Yes,08/08/2018 04:21:00 PM,18-178284,Western District,1450 Energy Pk Drive,4,No,30,County - State Aid Highway,Driver of Unit 1 was traveling EB on Energy Park in the right lane of travel. A semi truck was stopped in the left lane of travel also traveling EB with it's hazards on. The semi truck was stopped for a pedestrian attempting to cross at the marked cross walk. Driver of Unit 1 stated that his vision was obstructed by the semi truck and did not see the pedestrian attempting to cross in the cross walk as he struck her. Female was struck and transported to Regions for treatment. No citations issued at this time.,No,None,46,Female,Oakdale,55128,,,,,44,Male,St. Paul,55108,Yes,Suspected Minor Injury,Yes,,,,"(44.9719827, -93.1619405)",1,2,4
Pedestrian,Yes,09/07/2017 12:15:00 PM,17-211723,Western District,Dale St N & University Ave W,5,Yes,30,County - State Aid Highway,Driver was WB University with green light.  Pedestrian ran out in front of vehicle against red light and was struck.,Yes,Pedestrian,52,Male,St. Paul,55103,,,,,26,Female,Fridley,55432,Yes,Possible Injury,Yes,,,,"(44.95582232, -93.1260529)",1,10,7
Bike,Yes,08/14/2018 08:54:00 AM,18-183310,Eastern District,Payne Ave & Minnehaha,3,No,30,Municiapl State Aid,Motorcycle entering roadway was struck by a biker riding on sidewalk at high rate of speed.,No,None,,,,,17,Male,St. Paul,55130,41,Male,St. Paul,55101,,,,Yes,Suspected Minor Injury,Yes,"(44.96333697, -93.07351338)",1,13,1
Pedestrian,Yes,06/15/2017 01:01:00 PM,17-136905,Western District,1739 Carrol Ave,2,No,30,City,Vehicle intentionally ran over pedestrian after a physical fight.  Driver was arrested and has been charged with Assault 2nd Degree.,Yes,Driver,16,Female,St. Paul,55107,,,,,22,Male,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.95026147, -93.17245827)",1,17,4
Bike,Yes,08/30/2018 05:05:00 PM,18-198347,Western District,Pascal St N & Marshall Ave,3,No,30,County - State Aid Highway,"Driver was a stopsign, SB Pascal.  Driver make a lef tturn, in front of 2 that were travellign WB on Marshall.  One othe 2 was his by 2 in te front of vehicle.  Driver declined meditc.",No,None,,,,,28,Male,St. Paul,55105,,Unknown,Unknown,Unknown,,,,No,None,No,"(44.94858348, -93.16236438)",1,17,7
Pedestrian,Yes,04/26/2018 08:30:00 AM,18-085468,Central District,Charlton St & Morton,2,No,30,City,Driver was driving SB on Charlton.  Pedestrian ran out from side of roadway.  Driver struck pedestrian.,No,None,5,Male,St. Paul,55107,,,,,18,Male,Cottage Grove,55016,Yes,Suspected Minor Injury,Yes,,,,"(44.92539218, -93.0960845)",1,7,5
Bike,Yes,08/16/2018 03:36:00 PM,18-185684,Eastern District,Mendota & York,2,Stop Sign,30,City,"Veh 1 was a 7 year old on a bicycle who was Southbound on Mendota riding on the sidewalk, as he approached the intersection of York/ Mendota he did not stop at the end of the sidewalk and rode into the traffic lane striking the rear quarter panel of Veh 2. Veh 2 was driving East on York passing through the intersection and was struck by the bicycle. Veh 2 did not have a stop sign and was not speeding.",No,None,,,,,7,Male,St. Paul,55106,50,Female,St. Paul,55106,,,,No,None,No,"(44.96855952, -93.06363089)",1,13,1
Pedestrian,Yes,08/29/2018 04:07:00 PM,18-197314,Eastern District,Case Ave E & Arkwright,2,No,30,Municiapl State Aid,"VEHICLE 1 was travelling westbound on Case avenue when a pedestrian had ran out into the roadway, between two legally parked vehicles, and struck the pedestrian. The pedestrian had struck the middle of the front bumper and fell to the ground. The pedestrian did not have any marks on her arms. No marks were observed on the vehicle.",No,None,36,Female,St. Paul,55119,,,,,61,Male,St. Paul,55117,No,None,No,,,,"(44.97022425, -93.08246208)",1,13,3
Pedestrian,Yes,11/12/2017 07:21:00 PM,17-264325,Western District,Cretin Ave N & Carroll Ave,4,No,35,Municipal State Aid,"Driver was SB Cretin and struck pedestrian S of Cretin.  No signs of impairment, consensual blood draw conducted.  Crash Investigation is on-going.",No,None,14,Male,Minneapolis,55401,,,,,52,Male,Hopkins,55343,Yes,Suspected Serious Injury,Yes,,,,"(44.95076533, -93.19250748)",1,17,4
Pedestrian,Yes,09/25/2018 09:47:00 AM,18-220502,Eastern District,Phalen Blvd & Arkwright,Parking Lot,Yes,10,Private,driver backed out a parking stall and struck the pedestrian.,No,None,34,Female,Brooklyn Park,55444,,,,,54,Male,Maplewood,55109,Yes,Suspected Minor Injury,Yes,,,,"(44.965546, -93.083579)",1,13,3
Bike,Yes,07/26/2018 03:46:00 PM,18-166695,Eastern District,Arkwright & Arlington,2,No,30,City,Bike was NB on Arkwright near Arlington when vehicel struck back tire and caused bike to fall.  Driver fled.,No,None,,,,,11,Male,St. Paul,55106,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,No,"(44.98182735, -93.08370072)",1,13,3
Pedestrian,Yes,08/18/2018 08:06:00 AM,18-187329,Central District,5 St E & Wall St,2,No,30,Municiapl State Aid,Traffic Accident-Personal Injury.  A 3 year old child was struck by a vehicle entering a parking space at the Farmers' Market.  The child did not have any visible injuries but was transported to Children's Hospital as a precaution.,No,None,3,Female,St. Paul,55102,,,,,39,Female,Minneapolis,55417,Yes,Possible Injury,Yes,,,,"(44.9498609, -93.0856667)",1,12,5
Bike,Yes,02/15/2018 04:52:00 PM,18-033040,Western District,Prior Av N & St. Anthony Ave,2,Stop Sign,30,Municiapl State Aid,Unit one traveling westbound on St. Anthony Avenue on a bicycle. Unit two traveling northbound on Prior Avenue. Unit one collided with unit two. Unit one transported to Regions Hospital for treatment. No independent witnesses to the crash. No citations issued to the driver of unit two at this time,No,None,,,,,49,Male,St. Paul,55103,25,Male,St. Paul,55104,,,,Yes,Suspected Serious Injury,Yes,"(44.9540077, -93.18229097)",1,17,4
Pedestrian,Yes,08/21/2018 07:50:00 PM,18-190293,Central District,Western Ave N & Hatch,2,No,30,Municiapl State Aid,Ped stated she was walking north bound on Western Ave N. on the west side of the street. Ped stated she was crossing Hatch Ave when a white sedan driving north bound on Western Ave turned onto west bound Hatch Ave and struck her. Ped stated the vehicle hit her left side causing her to fall on the ground.  Vehicle fled.,No,None,38,Female,St. Paul,55117,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.97107139, -93.11620152)",1,3,3
Bike,Yes,08/12/2018 09:37:00 AM,18-181720,Western District,Avon & Summit,2,No,30,Municiapl State Aid,"Driver and Biker both EB Summit.  Driver moved to right and into bike lane, striking the biker.",Yes,Driver,,,,,48,Male,St. Paul,55104,69,Male,Mendota Heights,55118,,,,No,None,No,"(44.94125075, -93.13424065)",1,8,5
Bike,Yes,11/30/2016 06:25:00 PM,16-245833,Western District,1247 St. Anthony Ave,Private,No,10,Private Parking Lot,"Bike was riding through parking lot, cutting between cars into a through lane when struck by a slow moving car.",No,None,,,,,56,Male,Sandstone,55072,20,Male,St. Paul,55104,,,,Yes,Suspected Minor Injury,No,"(44.952577, -93.152618)",1,17,7
Pedestrian,Yes,06/25/2017 08:11:00 PM,17-145362,Western District,Kaufman Dr & Aida Pl,Private,No,10,Parking Lot,Unit #2 was driving Southbound in the parking lot located at 1332 Kaufman Avenue when Unit #2 collided with the pedestrian (Unit #1) that ran across the street in the parking lot into traffic.,No,None,4,Male,St. Paul,55103,,,,,27,Male,Little Canada,55117,Yes,Possible Injury,No,,,,"(44.97971221, -93.15387123)",1,2,4
Pedestrian,Yes,04/14/2018 08:34:00 PM,18-079354,Eastern District,Maryland Ave E & Duluth St,3,No,10,Private,Pedestrian was in the driveway of 1171 Maryland Ave E when struck by a vehicle.  The vehicle did not stop and fled prior to police arriving.,No,None,63,Female,Minneapolis,55409,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,Yes,,,,"(44.97765721, -93.05075167)",1,13,1
Bike,Yes,09/10/2018 12:52:00 PM,18-207649,Central District,7 St E & Kittson,4,Yes,30,State - Trunk Highway,Electric scooter was EB on north sidewalk when it struck vehicle that was stopped SB at 7th & Kittson.,No,None,,,,,26,Female,St. Louis Park,55071,65,Male,New Prague,56071,,,,No,None,No,"(44.95477484, -93.08078334)",1,15,5
Pedestrian,Yes,03/13/2018 04:20:00 PM,18-052067,Eastern District,Arcade St & Maryland Ave,0,No,10,Private,"Vehicle was NB in parkinglot, exiting to Maryland.  Pedestrian was on South sidewalk.  Driver struck pedestrian.",No,None,63,Male,Maplewood,55119,,,,,38,Male,St. Paul,55130,No,None,No,,,,"(44.97750885, -93.0660636)",1,13,1
Bike,Yes,06/16/2017 03:07:00 PM,17-137868,Eastern District,Maryland & Earl,2,No,30,County - State Aid Highway,Bike was riding EB on N sidewalk of Maryland at a high rate of speed.  Driver was EB made a left turn and did not see the bike because it was going so fast.  Bike rode into the side of the vehicle.  No citations issued.,No,None,,,,,17,Male,St. Paul,55106,66,Male,St. Paul,55106,,,,No,None,No,"(44.97759531, -93.05578853)",1,13,1
Pedestrian,Yes,08/04/2018 11:26:00 AM,18-174360,Eastern District,7 St E & Arcade St,4,Yes,30,County - State Aid Highway,"Driver SB Arcade, making right on red.  Ped crossing in marked x-walk.  Driver did not see the ped.",No,None,43,Male,St. Paul,55101,,,,,63,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.96201718, -93.06598543)",1,15,2
Pedestrian,Yes,10/01/2018 02:59:00 PM,18-225840,Central District,7 St E & Wabasha St N,4,Yes,30,County - State Aid Highway,"Driver was NB on Wabasha.  Pedestrian darted out into traffic, mid-block and was struck.",No,None,24,Female,St. Paul,55101,,,,,56,Male,Minneapolis,55416,Yes,Possible Injury,Yes,,,,"(44.94840522, -93.09701448)",1,12,5
Bike,Yes,08/01/2018 04:02:00 PM,18-171919,Eastern District,Arcade St & Margaret St,4,No,30,State - Trunk Highway,"On 08/01/2018 at 1602 hours, Unit#2 was riding his bicycle Northbound on Arcade St towards Margaret St. Unit#1 was driving westbound to make a right turn North on Arcade St. Unit#1 did not stop at the stop sign on the intersection. Unit #2 hit the rear driver's side of Unit#1. Unit #1 did not stop and continued northbound on Arcade and then westbound on East 7th St. The driver of Unit#2 received minor scratch marks on his arm and chin. No arrest were made. License plate to Unit #1 is Unknown.",No,None,,,,,22,Male,Minneapolis,55404,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,No,"(44.96125091, -93.06593423)",1,15,2
Pedestrian,Yes,08/16/2018 10:16:00 AM,18-185397,Western District,Horton & Lexington,2,Yes,30,County - State Aid Highway,Vehicle 1 turned south to east on green light.  Ped crossing north in crosswalk on green/walk.  Driver was cited for failure to yield to ped.,Yes,Driver,84,Female,St. Paul,55103,,,,,73,Male,St. Paul,55103,Yes,Possible Injury,No,,,,"(44.977436, -93.146635)",1,2,3
Pedestrian,Yes,08/15/2018 08:54:00 AM,18-184323,Eastern District,Maryland Ave & Weide,2,No,30,County - State Aid Highway,Police officer was struck by a vehicle that was trying to flee after benig stopped for failure to yield to a pedestrian.  Driver arrested and later charged for multiple violations.,Yes,Driver,46,Male,St. Paul,55101,,,,,54,Male,St. Paul,55117,Yes,Suspected Minor Injury,Yes,,,,"(44.977472, -93.06757925)",1,13,1
Pedestrian,Yes,01/30/2018 07:00:00 PM,18-020949,Central District,14th St & Jackson St,5,Yes,30,Municiapl State Aid,Pedestrian was struck by a vehicle while crossing the street.  Pedestrian walked to hosptial and was treated/reelased prior to the officers arriving.,No,None,25,Female,Minneapolis,55415,,,,,70,Male,Shakopee,55075,Yes,Suspected Minor Injury,Yes,,,,"(44.95514214, -93.09646229)",1,12,5
Bike,Yes,09/13/2018 07:12:00 AM,18-210285,Central District,Kellogg Blvd & Sibley St,4,Yes,30,Municiapl State Aid,"Driver was WB Kellog.  Bike was EB, making left to NB Sibley.  Both stated they were entering on a yellow light. Driver struck front tire of bike.",No,None,,,,,31,Male,St. Paul,55116,17,Male,St. Paul,55106,,,,Yes,Possible Injury,Yes,"(44.94711777, -93.08676942)",1,12,5
Pedestrian,Yes,09/25/2017 04:42:00 PM,17-228160,Western District,Central & Dunlap,2,No,30,City,"Pedestrian was walking across a driveway access when he was bumped by a taxi cab (Blue & White co). Two witnesses observed the incident, and saw as taxi driver drove away without checking on pedestrian. Pedestrian was unsuccessful in getting information from Blue and White Taxi company.",No,None,55,Male,St. Paul,55117,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.95451233, -93.14929239)",1,17,7
Bike,Yes,09/13/2018 03:30:00 PM,18-210689,Eastern District,Cayuga St & Phalen Blvd,4,Yes,30,Municiapl State Aid,Driver turning WB onto Phlaen.  Bike was crossing Cayuga.  Driver struck Bike's front tire.  Driver cited.,Yes,Driver,,,,,16,Female,St. Paul,55106,46,Female,St. Paul,55106,,,,No,None,No,"(44.96491687, -93.08352851)",1,13,3
Bike,Yes,08/13/2018 05:40:00 PM,18-182857,Central District,Bellows St & Page,2,Stop Sign,30,City,Biker failed to obey stop sign and struck vehicle.,No,None,,,,,12,Male,St. Paul,55107,24,Female,Roseville,55113,,,,Yes,Suspected Minor Injury,Yes,"(44.92461949, -93.09267638)",1,7,5
Bike,Yes,08/02/2018 05:38:00 PM,18-172941,Western District,Grand Ave & Fairview,3,Yes,30,Municiapl State Aid,"Driver was SB on Fairview and turned into the bank parking lot, striking a biker who was in the bike lane.  Driver cited.",Yes,Driver,,,,,41,Female,St. Paul,55116,36,Male,St. Paul,55103,,,,Yes,Suspected Minor Injury,No,"(44.940095, -93.177192)",1,5,6
Pedestrian,Yes,06/08/2017 12:37:00 PM,17-130814,Western District,1440 University Ave W,Private,No,10,Parking Lot,Driver struck pedestrian that was walking in the parking.  Driver said he did not see the pedestrian.,No,Driver,46,Male,St. Paul,55103,,,,,57,Male,St. Paul,55117,No,None,No,,,,"(44.95212463, -93.16195844)",1,17,7
Bike,Yes,06/11/2017 03:00:00 AM,17-133536,Central District,4th & Sibley,3,No,30,Municipal State Aid,Biker was illegally riding SB on Sibley and struck vehicle who was trying to legally park.,No,Driver,,,,,32,Male,Minneapolis,55406,60,Male,St. Paul,55118,,,,Yes,Suspected Minor Injury,Yes,"(44.94766218, -93.08723309)",1,12,5
Pedestrian,Yes,04/09/2018 07:37:00 AM,18-071865,Western District,Cretin Ave N & Marshall Ave,3,Yes,30,County - State Aid Highway,Unit one was traveling westbound on Marshall Avenue and was turning right on a green light towards Cretin Avenue North and hit unit two while unit two was walking from the northeast corner of the intersection to the northwest corner of the intersection in a marked crosswalk and unit two had a walk signal. No apparent injuries reported on scene.,No,None,44,Male,St. Paul,55104,,,,,19,Female,Apple Valley,55124,No,None,No,,,,"(44.94843187, -93.19249632)",1,17,4
Bike,Yes,09/25/2018 09:56:00 PM,18-221108,Western District,University Ave W & Western Ave N,2,Yes,30,Municiapl State Aid,"Scooter was WB on sidewalk, against light and was struck by vehicle.",No,None,,,,,29,Male,Maplewood,55119,50,Male,55117,,,,,Yes,Suspected Serious Injury,Yes,"(44.95594945, -93.11626827)",1,10,7
Pedestrian,Yes,04/08/2018 12:10:00 AM,18-071226,Western District,1412 Carling Drive,0,No,10,Private,Vehicle was parked in driveway of apartment building to let a passenger out.  When the person got out the driver started moving and caused the pedestrian to fall under the vehicle and get run over.,No,None,27,Male,St. Paul,55108,,,,,25,Male,Inver Grove Heights,55076,Yes,Suspected Minor Injury,No,,,,"(44.97297616, -93.15835969)",1,2,4
Pedestrian,Yes,06/03/2017 06:20:00 AM,17-126085,Eastern District,1482 Burns Ave,2,No,30,City,5 y/o darted out from behind parked car and was struck by driver who was unable to stop. Minor injury to child.,No,None,5,Male,St. Paul,55106,,,,,23,Male,St. Paul,55119,Yes,Possible Injury,No,,,,"(44.94867059, -93.03764881)",1,16,2
Pedestrian,Yes,06/22/2017 09:36:00 PM,17-142778,Western District,Dale St N & St Anthony Ave,4,No,30,County - State Aid,The Witness advised that The Pedestrian darted out west bound into traffic in front of Unit 2 without looking and was struck by Unit 2. The Witness advised that The Pedestrian was struck on his right side and that contact was made with the front of Unit 2.,No,None,46,Male,St. Paul,55103,,,,,46,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.95227766, -93.12633553)",1,9,7
Pedestrian,Yes,08/07/2018 08:27:00 AM,18-176581,Western District,Cleveland Ave S & Pinehurst,2,No,30,County - State Aid Highway,Pedestrian was walking westbound on Pinehurst in the cross walk when driver pulled out of the bank to head northbound onCleveland Ave and hit ped.,No,None,33,Male,Roseville,55113,,,,,71,Female,Minneapolis,55417,Yes,Possible Injury,No,,,,"(44.91888242, -93.18732898)",1,6,6
Pedestrian,Yes,04/16/2018 10:50:00 AM,18-077297,Central District,7 St E & Lafayette Rd,4,Yes,30,State - Trunk Highway,Driver of Semi making a right turn to NB Lafayette from WB 7th.  The pedestrian walked into the rear passenger side tires of the trailer.,No,None,21,Male,St. Paul,55104,,,,,29,Male,South St. Paul,55075,Yes,Suspected Minor Injury,Yes,,,,"(44.95346765, -93.08351525)",1,15,5
Pedestrian,Yes,10/01/2018 07:08:00 AM,18-225521,Central District,Western Ave N & Rose Ave W,2,No,30,Municiapl State Aid,Driver was SB Western.  Pedestrian was waiting for the school bus and then ran into traffic.  [SRTS],No,None,4,Female,St. Paul,55117,,,,,60,Female,Little Canada,55117,No,None,No,,,,"(44.97609868, -93.11614803)",1,3,3
Bike,No,10/04/2018 05:30:00 PM,NONE,Western District,Hamline Ave N & Edmund Ave,2,No,30,Municiapl State Aid,"E-Mail from witness: An elderly man riding his bicycle northbound in the Hamline bike lane was struck by a southbound car turning left on Edmund. The driver seemed shocked and upset and the man on his bicycle was talking fine and was able to walk (albeit with a limp).

I stopped to help, and was able to provide paper and a pen for them to exchange information. Neither party wanted to call anyone, but the cyclist who was hit by the driver does have the driver's insurance number and cell phone.

Just thought you'd want the info.  This occurred at about 5:30pm on 10/04/2018 at the intersection of Edmund and Hamline",No,None,70,Male,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,,,No,No,None,,"(44.958408, -93.157416)",1,4,4
Pedestrian,Yes,08/15/2018 07:05:00 PM,18-184948,Central District,Rice St & University,4,Yes,30,County - State Aid Highway,"Vehicle was WB University, Pedestrian SB Rice with right of way.  Vehicle failed to yield to ped and struck the ped lightly after slamming on brakes.  Driver fled.",No,None,11,Female,"Chicago, IL",0,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.95589509, -93.10600358)",1,10,7
Bike,No,10/25/2016 06:56:00 PM,16-220015,Western District,Montreal Ave & Howell,2,No,30,Municipal Aid Street,"no report; per e-mail, citizen was biking in traffic lane (with lights and reflective clothing) when vehicle struck him.",No,None,,,,,,Male,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,No,None,No,"(44.912491, -93.18121)",1,6,6
Pedestrian,Yes,03/14/2018 02:48:00 PM,18-052762,Western District,Minnehaha Ave W & Milton St N,2,No,30,Municiapl State Aid,Police officer was on foot and chasing a suspect when struck by an uninvolved motor vehicle.,No,None,42,Male,St. Paul,55101,,,,,34,Male,St. Paul,55104,Yes,Possible Injury,Yes,,,,"(44.96294454, -93.13798157)",1,10,7
Bike,Yes,08/22/2018 07:40:00 AM,18-190626,Western District,Chatsworth & Summit,2,No,30,Municiapl State Aid,"Unit #1 was traveling E/B on Summit Av. West of Chatworth St. Unit #2 was traveling on becycle on W/B on Summit Av., East of Chatsworth St.
Driver of Unit #1 stated while he was traveling E/B on Summit Av, he was driving behind two other vehicle that was going N/B on Chatsworth St. He stated he was also going N/B on Chatsworth St. He stated once those vehicle turned N/B on
Chatsworth, he turned as well and struck Unit #2. Unit #2 stated he was traveling on bicycle on W/B on Summit Av, West of Chatsworth St. He stated as he was crossing Chatsworth St., he was struck by Unit #1  Driver cited.",Yes,Driver,,,,,52,Male,St. Paul,55105,50,Male,St. Paul,55105,,,,Yes,Suspected Minor Injury,No,"(44.9413934, -93.14141975)",1,9,5
Pedestrian,Yes,02/09/2018 01:25:00 PM,18-028520,Eastern District,Maryland Ave E & Bradley St,2,No,30,City,"Pedestran was running away from police on foot.  Pedestrian ran across the street in front of an unlrelated vehicle.  Pedestrian was struck by the vehicle, but continued to run.",No,None,30,Male,Pine City,55063,,,,,60,Male,Maplewood,55109,No,None,No,,,,"(44.977397, -93.078607)",1,13,3
Pedestrian,Yes,09/28/2018 03:59:00 AM,18-408771,State Patrol,I35 E & Kellogg Blvd,2,No,30,State - Trunk Highway,"Pedestrian was walking on freeway and struck (minor, swiped) by vehicle.  Minor injuries.  Pedestrian was intoxicated.",No,None,43,Male,St. Paul,55130,,,,,53,Male,Shoreview,55126,Yes,Possible Injury,Yes,,,,"(44.94540375, -93.10614184)",1,11,5
Bike,Yes,08/05/2018 04:49:00 PM,18-175275,Eastern District,Maryland Ave & Johnson Pkwy,4,Yes,30,County - State Aid Highway,"Driver was WB Maryland, turning right onto NB Johnson.  Biker was in crosswalk and strck by driver.",Yes,Driver,,,,,63,Male,St. Paul,55106,43,Female,St. Paul,55130,,,,Yes,Possible Injury,No,"(44.97763736, -93.04703018)",1,13,1
Bike,Yes,07/28/2018 02:08:00 PM,18-168324,Central District,Robert St S & Wood St,2,Stop Sign,30,State - Trunk Highway,VEH 1 DRIVER STATED SHE WAS STOPPED AT STOP SIGN ON WOOD ST AND ROBERT ST. VEH 1 DRIVER STATED SHE STARTED TO MAKE RIGHT TURN ONTO ROBERT FROM WOOD AND STRUCK BIKE WHO WAS N/B ROBERT [ON SIDEWALK]. VEH 1 DRIVER SAID SHE DID NOT SEE BIKE.,No,None,,,,,25,Male,St. Paul,55107,24,Female,St. Paul,55106,,,,Yes,Suspected Minor Injury,Yes,"(44.93548935, -93.08100443)",1,7,5
Pedestrian,Yes,09/12/2017 08:57:00 PM,17-216318,Western District,Grand Ave & Lexington Pkwy,4,Yes,30,County - State Aid Highway,Pedestrian was crossing Lexington south of grand and was struck by vehicle that failed to stop.,No,None,91,Male,North Oaks,55127,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,Yes,,,,"(44.93987326, -93.14662194)",1,8,5
Pedestrian,Yes,11/17/2016 07:29:00 PM,16-236935,Central District,Cesar Chavez St & State Street,3,Yes,30,Municipal Aid Street,Vehicle was EB on Cesar Chavez at State Street.  Vehicle struck pedestrian.  Driver was found to be intoxicated.,Yes,Driver,17,Male,St. Paul,55107,,,,,49,Male,Roseville,55113,Yes,Suspected Serious Injury,Yes,,,,"(44.92975035, -93.07788957)",1,7,5
Pedestrian,Yes,07/30/2018 04:50:00 PM,18-170093,Eastern District,Lawson Ave E & Desoto St,2,No,30,City,Pedestrian was crossing mid-block and did not have the right of way.,No,None,6,Male,Brooklyn Park,55443,,,,,27,Female,St. Paul,55106,Yes,Possible Injury,Yes,,,,"(44.97201087, -93.08241848)",1,13,3
Bike,Yes,08/03/2018 02:29:00 PM,18-173628,Western District,Lexington Pkwy & St. Anthony Ave,4,Yes,30,County - State Aid Highway,Driver was WB St. Anthony making a right to NB Lexington and struck a biker who was crossing in crosswalk against the light.,No,None,,,,,11,Male,St. Paul,55104,58,Male,St. Paul,55104,,,,Yes,Suspected Minor Injury,Yes,"(44.95228077, -93.14673445)",1,17,7
Pedestrian,Yes,02/14/2017 10:07:00 AM,17-032567,Eastern District,Payne Ave & York,2,No,30,Munincipal State Aid,"Vehicle was SB on Payne, making a left turn onto EB York.  Pedestrian was crossing York in E unmarked crosswalk.  Vehicle struck pedestrian. Minor injury to pedestrian.  Driver cited for failure to yield to pedestrian.",Yes,Driver,58,Female,St. Paul,55106,,,,,55,Male,Brooklyn Park,55443,Yes,Possible Injury,No,,,,"(44.954883, -93.12634939)",1,9,7
Pedestrian,Yes,08/03/2018 09:16:00 PM,18-173988,Central District,Rice St & Pennsylvania,4,Yes,30,County - State Aid Highway,Driver was WB Pennsylvania making a left to SB Rice.  Peds were crossing in marked crosswalk.  Driver cited for FTY Ped.,Yes,Driver,34,Male,St. Paul,55102,,,,,48,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,,,,"(44.9604109, -93.10605215)",1,10,7
Pedestrian,Yes,09/02/2018 01:13:00 AM,18-200561,Western District,Aurora Ave & Dale St N,4,No,30,County - State Aid Highway,Driver was SB on Dale making a right to WB Aurora.  Pedestrian was crossing Aurora and was struck by driver.,No,None,52,Male,Minneapolis,55403,,,,,19,Female,Little Canada,55117,Yes,Suspected Serious Injury,Yes,,,,"(44.95488349, -93.12642318)",1,9,7
Pedestrian,Yes,11/12/2017 02:13:00 PM,17-264157,Eastern District,White Bear Ave N & Old Hudson Rd,4,Yes,30,County - State Aid Highway,"Unit 1 was W/B on Old Hudson, turning left onto S/B White Bear Ave. Unit 2 was walking E/B on Old Hudson and was struck by Unit 1 while in the cross walk. Unit 1 was cited for Fail to Yield to Right of Way of a Pedestrian in a Crosswalk (620905312081) and released at the scene.",Yes,Driver,59,Male,South St. Paul,55075,,,,,29,Male,St. Paul,55105,Yes,Possible Injury,Yes,,,,"(44.95261175, -93.02528763)",1,16,2
Bike,Yes,08/15/2018 05:46:00 AM,18-184237,Eastern District,Arcade St & Neid St,2,Stop Sign,30,Municiapl State Aid,Driver EB Neid to SB Arcade struck biker.  Driver fled.,No,None,,,,,74,Male,St. Paul,55119,,Female,Unknown,Unknown,,,,Yes,Suspected Minor Injury,Yes,"(44.96716243, -93.06603159)",1,13,1
